Name,Address,Email,Phone
Hörschbachschule Grundschule  ,Berliner Str. 3 71540 Murrhardt,poststelle@04126524.schule.bwl.de,07192/3447
Schulkindergarten für Geistigbehinderte Murrhardt ,Berliner Str. 30 71540 Murrhardt,poststelle@04160192.schule.bwl.de,07192/936524
Walterichschule Gemeinschaftsschule  ,Nägelestr. 17 71540 Murrhardt,poststelle@04126536.schule.bwl.de,07192/9235-0
Franziskus Gymnasium   ,Hornbergstr. 27 73557 Mutlangen,poststelle@04316817.schule.bwl.de,07171/10417611
Grundschule Mutlangen   ,Hauptstr. 5 73557 Mutlangen,poststelle@04160416.schule.bwl.de,07171/778080
"Heideschule Sonderpädagogisches Bildungs- und Beratungszentrum Sprache, Schüler in Krankenhausbehandl.",Rainhaldenweg 6 73557 Mutlangen,poststelle@04158069.schule.bwl.de,07171/97779-0
"Hornbergschule Mutlangen Werkreal-, Realschule  ",Forststr. 6 73557 Mutlangen,poststelle@04124862.schule.bwl.de,07171 876930 
Annemarie-Lindner-Schule Nagold Hauswirtschaftliche Schule ,Max-Eyth-Str. 23 72202 Nagold,poststelle@04102957.schule.bwl.de,07452/8378312
Burgschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Burgstr. 8 72202 Nagold,poststelle@04108327.schule.bwl.de,07452/84590
Christiane-Herzog-Realschule Nagold  ,Hölderlinstr. 16 72202 Nagold,poststelle@04118989.schule.bwl.de,07452/84580
Grundschule Hochdorf   ,Steinstr. 2 72202 Nagold,poststelle@04131301.schule.bwl.de,07459/566
Grundschule Iselshausen   ,Schulweg 22 72202 Nagold,poststelle@04131349.schule.bwl.de,07452/4770
Grundschule Vollmaringen   ,Baisinger Str. 5 72202 Nagold,poststelle@04162851.schule.bwl.de,07459/2336
Kaufmännische Schule   ,Max-Eyth-Str. 23 72202 Nagold,poststelle@04100547.schule.bwl.de,07452/8378-311
Lehranstalt des Deutschen Textileinzelhandels  ,Vogelsangweg 23 72202 Nagold,,07452/84090
Lembergschule Grundschule   ,Hohenberger Str. 1 72202 Nagold,poststelle@04131258.schule.bwl.de,07452/3177
Otto-Hahn-Gymnasium   ,Burgstr. 20 72202 Nagold,poststelle@04105521.schule.bwl.de,07452/84650
Rolf-Benz-Schule Gewerbliche Schule Nagold ,Max-Eyth-Str. 23 72202 Nagold,poststelle@04101886.schule.bwl.de,07452/8378666
Wiestalschule -Grundschule- Nagold-Emmingen  ,Malmenweg 12 72202 Nagold,poststelle@04131283.schule.bwl.de,07452/1740
Zellerschule Gemeinschaftsschule  ,Lange Str. 19 72202 Nagold,poststelle@04131271.schule.bwl.de,07452/84570
Freie Schule Ostalb   ,Heideweg 3 89564 Nattheim,,
Grundschule Auernheim   ,Leiteweg 8 89564 Nattheim,poststelle@04115034.schule.bwl.de,07326/7742
Wiesbühlschule Nattheim Grund- und Werkrealschule  ,Schulstr. 16 89564 Nattheim,poststelle@04115022.schule.bwl.de,07321/9794-11
Adolf-Schmitthenner-Gymnasium   ,Obere Turmstr. 34 74924 Neckarbischofsheim,poststelle@04105533.schule.bwl.de,07263/9181-0
Grundschule Neckarbischofsheim   ,Ablaßweg 12 74924 Neckarbischofsheim,poststelle@04141732.schule.bwl.de,07263/96260
Johannes-Diakonie Fachschule für Sozialwesen  ,Schwimmbadweg 2 74924 Neckarbischofsheim,,06262/22331
Berufsbildungswerk Neckargemünd GmbH  ,Im Spitzerfeld 25 69151 Neckargemünd,poststelle@04310736.schule.bwl.de,06223/892336
Erich-Kästner-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Im Spitzerfeld 33 69151 Neckargemünd,poststelle@04108340.schule.bwl.de,06223/6260
Grundschule Dilsberg- Mückenloch  ,Jakob-Bernhard-Str. 13 69151 Neckargemünd,poststelle@04141756.schule.bwl.de,06223/72485
Grundschule Neckargemünd  ,Banngartenstr. 16 69151 Neckargemünd,poststelle@04141768.schule.bwl.de,06223/6650
Grundschule Waldhilsbach   ,Schulstr. 8 69151 Neckargemünd,poststelle@04164641.schule.bwl.de,06223/990095
Luise von Baden Staatl. SBBZ mit Internat FSP Hören und Sprache ,Schützenhausstr. 34 69151 Neckargemünd,poststelle@04111429.schule.bwl.de,06223/8070
Max-Born-Gymnasium   ,Alter Postweg 10 69151 Neckargemünd,poststelle@04105557.schule.bwl.de,06223/92250
Realschule Neckargemünd   ,Alter Postweg 10 69151 Neckargemünd,poststelle@04118631.schule.bwl.de,06223/92250
Stephen-Hawking-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum FSP körperl.u.motor. Entw.,Im Spitzerfeld 25 69151 Neckargemünd,poststelle@04301632.schule.bwl.de,06223/813003
Viktor-Lenel-Schule Neckargemünd  ,Im Spitzerfeld 25 69151 Neckargemünd,,
Minneburgschule Grundschule  ,Neue Schulstr. 2 69437 Neckargerach,poststelle@04139300.schule.bwl.de,06263/398
Albert-Schweitzer-Gymnasium   ,Gymnasiumstr. 6 74172 Neckarsulm,poststelle@04104255.schule.bwl.de,07132/9630-00
Amorbachschule Gemeinschaftsschule  ,Amorbacher Str. 23 74172 Neckarsulm,poststelle@04123961.schule.bwl.de,07132/983000
"Astrid-Lindgren-Schule Sonderpädagogisches Bildungs- und Beratungszentrum geistige, körperl. u. motor. Entwicklung",Danziger Str. 40 74172 Neckarsulm,poststelle@04110218.schule.bwl.de,07132/97540
Christian-Schmidt-Schule Neckarsulm Gewerbliche Schule ,Odenwaldstr. 5 74172 Neckarsulm,poststelle@04101345.schule.bwl.de,07132/9756-0
Grundschule Dahenfeld   ,Cäcilienstr. 9 74172 Neckarsulm,poststelle@04163090.schule.bwl.de,07139/8480
Hermann-Greiner-Realschule   ,Steinachstr. 70 74172 Neckarsulm,poststelle@04113438.schule.bwl.de,07132/38228-0
Johannes-Häußler-Schule Grund- und Werkrealschule  ,Karlstr. 3 74172 Neckarsulm,poststelle@04123973.schule.bwl.de,07132/341850
Katholische Fachschule für Sozialpädagogik  ,Friedrichstr. 25 74172 Neckarsulm,poststelle@04303902.schule.bwl.de,07132 99957-0
Neubergschule Grundschule  ,Berliner Str. 11 74172 Neckarsulm,poststelle@04123985.schule.bwl.de,07132/88738
Pestalozzischule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Frankenweg 1 74172 Neckarsulm,poststelle@04107347.schule.bwl.de,07132/349920
Schulkindergarten für Geistig- und Körperbehinderte Neckarsulm ,Danziger Str. 40 74172 Neckarsulm,poststelle@04159578.schule.bwl.de,07132/975418
"Verbundschule Neckarsulm (RS, GMS, WRS)  ",Pichterichstr. 25 74172 Neckarsulm,poststelle@04167058.schule.bwl.de,
Wilhelm-Maier-Schule Gemeinschaftsschule Obereisesheim ,Rosenstr. 11 74172 Neckarsulm,poststelle@04123997.schule.bwl.de,07132/4801-0
Liebenauschule Grundschule  ,Reutlinger Str. 27 72666 Neckartailfingen,poststelle@04122804.schule.bwl.de,07127/93910
Auwiesenschule Grund- und Werkrealschule  ,Auwiesen 1 72654 Neckartenzlingen,poststelle@04122816.schule.bwl.de,07127/93299-10
Gymnasium Neckartenzlingen   ,Auwiesen 4 72654 Neckartenzlingen,poststelle@04104267.schule.bwl.de,07127/932970
Realschule Neckartenzlingen   ,Auwiesen 4 72654 Neckartenzlingen,poststelle@04112768.schule.bwl.de,07127/932980
Grundschule Neckarwestheim   ,Liebensteiner Str. 8 74382 Neckarwestheim,poststelle@04124011.schule.bwl.de,07133/184-60
Kirschenfeld-Grundschule   ,Wilhelmstr. 7 72147 Nehren,poststelle@04144988.schule.bwl.de,07473/95940
Burgdorfschule Grundschule Neidenstein  ,Neuestr. 21 74933 Neidenstein,poststelle@04141781.schule.bwl.de,07263 2823
Grundschule Neidlingen   ,Immenstr. 25 73272 Neidlingen,poststelle@04122828.schule.bwl.de,07023/908363
Grundschule   ,J.-A.-v.-Widmannstetter Weg 1 89191 Nellingen,poststelle@04135860.schule.bwl.de,07337/380
Benedikt-Maria-Werkmeister- Gymnasium  ,Karl-Bonhoeffer-Str. 14 73450 Neresheim,poststelle@04104279.schule.bwl.de,07326/9614-0
Grundschule Elchingen   ,Jahnstr. 8 73450 Neresheim,poststelle@04124898.schule.bwl.de,07367/2727
"Härtsfeldschule Grund-, Werkreal- und Realschule ",Dossinger Weg 18 73450 Neresheim,poststelle@04124874.schule.bwl.de,07326/9620-0
Gemeinschaftsschule Neubulach  ,Friedrich-Duss-Str. 8 75387 Neubulach,poststelle@04131350.schule.bwl.de,07053/96860
Grundschule Herbolzheim   ,Pestalozzistr. 1 74861 Neudenau,poststelle@04124023.schule.bwl.de,06264/356
Grundschule Siglingen   ,Heilbronner Str. 11 74861 Neudenau,poststelle@04124047.schule.bwl.de,06298/2609
Kurmainz-Schule Grundschule  ,Schulstr. 9 74861 Neudenau,poststelle@04124035.schule.bwl.de,06264/92290
Kreisgymnasium Neuenburg   ,Freiburger Str. 38 79395 Neuenburg am Rhein,poststelle@04166078.schule.bwl.de,07631/9379810
Mathias-von-Neuenburg Schule Werkreal- und Realschule  ,Freiburger Str. 11 79395 Neuenburg am Rhein,poststelle@04146328.schule.bwl.de,07631/700100
Rheinschule Neuenburg am Rhein Grundschule  ,Zähringerstr. 6 79395 Neuenburg am Rhein,poststelle@04149160.schule.bwl.de,07631/700-250
Grundschule Arnbach   ,Schwarzwaldstr. 24 75305 Neuenbürg,poststelle@04132895.schule.bwl.de,07082/41200
Gymnasium Neuenbürg   ,Waldenburgweg 10 75305 Neuenbürg,poststelle@04105569.schule.bwl.de,07082/2616
Schlossbergschule Neuenbürg   ,Häglesweg 2 75305 Neuenbürg,poststelle@04133218.schule.bwl.de,07082/40020
Eduard-Mörike-Gymnasium Neuenstadt am Kocher  ,Gymnasiumstr. 14 74196 Neuenstadt am Kocher,poststelle@04104280.schule.bwl.de,07139/472610
Grundschule Stein   ,Lobenbacher Str. 8 74196 Neuenstadt am Kocher,poststelle@04124059.schule.bwl.de,06264/7310
"Helmbundschule Werkrealschule, Realschule  ",Gymnasiumstr. 16 74196 Neuenstadt am Kocher,poststelle@04124060.schule.bwl.de,07139/480210
Lindenschule (Grundschule) Neuenstadt am Kocher  ,Öhringer Str. 12 74196 Neuenstadt am Kocher,poststelle@04163235.schule.bwl.de,07139/454346
Lindenschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Öhringer Str. 12 74196 Neuenstadt am Kocher,poststelle@04107372.schule.bwl.de,07139/454346
Gemeinschaftsschule Neuenstein  ,Öhringer Str. 2 74632 Neuenstein,poststelle@04115289.schule.bwl.de,07942/91170
Grundschule Neuffen  ,Unterer Graben 3 72639 Neuffen,poststelle@04122841.schule.bwl.de,07025 2169
Realschule Neuffen   ,Hohenzollernstr. 28 72639 Neuffen,poststelle@04112781.schule.bwl.de,07025/921121
Fehlatal-Grundschule   ,Jahnstr. 19 72419 Neufra,poststelle@04144149.schule.bwl.de,07574/7339
Friedrich-Schiller-Schule Gemeinschaftsschule  ,Rupert-Mayer-Str. 70 73765 Neuhausen auf den Fildern,poststelle@04122865.schule.bwl.de,07158/90210
Mozartschule Grundschule  ,Klosterstr. 4 73765 Neuhausen auf den Fildern,poststelle@04122853.schule.bwl.de,07158/9020-0
Homburgschule Neuhausen ob Eck Grundschule  ,Blumenstr. 14 78579 Neuhausen ob Eck,poststelle@04152353.schule.bwl.de,07467/540
Verbandsschule im Biet Gemeinschaftsschule  ,Liebenzeller Str. 30 75242 Neuhausen,poststelle@04161391.schule.bwl.de,07234/980100
Grundschule   ,Schulstr. 6 88099 Neukirch,poststelle@04117572.schule.bwl.de,07528/2800
Brühlschule Grundschule   ,Friedhofstr. 20 73491 Neuler,poststelle@04124928.schule.bwl.de,07961/2848
Friedrich-Weinbrenner-Schule Grundschule  ,Göbricher Str. 10 75245 Neulingen,poststelle@04162188.schule.bwl.de,07237/42850
Lußhardt-Grundschule   ,Kornstr. 61 68809 Neulußheim,poststelle@04141793.schule.bwl.de,06205/31721
Markus-Schule - Grundschule Freie Christliche Schule Neulußheim ,St.-Leoner-Str. 8 68809 Neulußheim,poststelle@04311947.schule.bwl.de,06205/37271
Grundschule Neunkirchen   ,Auf der Wacht 23 74867 Neunkirchen,poststelle@04139336.schule.bwl.de,06262/3450
Grundschule Ichenheim   ,Hauptstr. 58 77743 Neuried,poststelle@04156863.schule.bwl.de,07807/97450
Johann-Henrich-Büttner-Schule   ,Schulstr. 6 77743 Neuried,poststelle@04156851.schule.bwl.de,07807/97-500
Realschule Neuried-Ichenheim   ,Kohlgasse 9 77743 Neuried,poststelle@04119283.schule.bwl.de,07807/97-400
Grundschule Remmingsheim   ,Hauptstr. 104 72149 Neustetten,poststelle@04145154.schule.bwl.de,07472/23337
Waldschule Neuweiler Grundschule  ,Schulstr. 22 75389 Neuweiler,poststelle@04131362.schule.bwl.de,07055/7074
Gemeinschaftsschule Eschach-Neckar  ,Friedhofstr. 10 78078 Niedereschach,poststelle@04151324.schule.bwl.de,07728/64678-0
Grundschule Kappel   ,Schulstr. 8 78078 Niedereschach,poststelle@04163673.schule.bwl.de,07728/1363
"Bildungszentrum Niedernhall Grundschule, Werkrealschule, Realschule ",Brückenwiesenweg 8-10 74676 Niedernhall,poststelle@04115290.schule.bwl.de,07940/982980
"Bildungszentrum Niederstetten Grundschule, Hauptschule, Realschule ",Hauptstr. 52 97996 Niederstetten,poststelle@04128454.schule.bwl.de,07932/606690
Grundschule Niederstotzingen   ,Bergstr. 28 89168 Niederstotzingen,poststelle@04115046.schule.bwl.de,07325/102-70
Grundschule Öschelbronn   ,Hauptstr. 324 75223 Niefern-Öschelbronn,poststelle@04133267.schule.bwl.de,07233/9747230
Kirnbachschule Niefern Grund- und Werkrealschule  ,Bischwiese 4 75223 Niefern-Öschelbronn,poststelle@04133279.schule.bwl.de,07233/964222
Realschule Niefern-Öschelbronn   ,Bischwiese 4 75223 Niefern-Öschelbronn,poststelle@04165487.schule.bwl.de,07233/964212
Sozialpädagogische Einrichtung Niefernburg Körperschaft des öffentlichen Rechts Privates SBBZ ESENT am Heim,Schloßstr. 57 75223 Niefern-Öschelbronn,,07233 960061
Grundschule Nordhausen   ,Raiffeisenstr. 5 74226 Nordheim,poststelle@04163788.schule.bwl.de,07135/9822-10
Kurt-von-Marval-Schule Gemeinschaftsschule  ,Lauffener Str. 36 74226 Nordheim,poststelle@04124072.schule.bwl.de,07133/988210
Grundschule   ,Im Dorf 23 77787 Nordrach,poststelle@04156334.schule.bwl.de,07838/295
Grundschule Notzingen   ,Silcherstr. 7 73274 Notzingen,poststelle@04122877.schule.bwl.de,07021/45996
Internationaler Bund   ,Rudolf-Diesel-Str. 21 71154 Nufringen,,
Schule im Wiesengrund Grundschule Nufringen  ,Im Wiesengrund 22 71154 Nufringen,poststelle@04121678.schule.bwl.de,07032/82652
Akademie für Landbau Fachschule für Technik  ,Neckarsteige 10 72622 Nürtingen,poststelle@04161834.schule.bwl.de,07022/34545
Albert-Schäffle-Schule Nürtingen Kaufmännische Schule ,Albert-Schäffle-Str. 9 72622 Nürtingen,poststelle@04100183.schule.bwl.de,07022-930530
Anna-Haag-Schule Neckarhausen Grundschule  ,Silcherstr. 7 72622 Nürtingen,poststelle@04122889.schule.bwl.de,07022/502060
Bodelschwinghschule Sonderpädagogisches Bildungs- und Beratungszentrum Geistige Entwicklung,Bodelschwinghweg 15 72622 Nürtingen,poststelle@04110231.schule.bwl.de,07022/95313-0
Braikeschule Grundschule  ,Breiter Weg 55 72622 Nürtingen,poststelle@04164549.schule.bwl.de,07022/9478-0
Ersbergschule Grundschule  ,Ersbergstr. 40-42 72622 Nürtingen,poststelle@04122890.schule.bwl.de,07022/738970
Freie Waldorfschule Rudolf-Steiner-Schule  ,Am Lerchenberg 60-68 72622 Nürtingen,,07022 932650
,,,
"Fritz-Ruoff-Schule Nürtingen Gewerbliche, Hauswirtschaftl. u. Landwirtschaftliche Schule ",Auf dem Säer 72622 Nürtingen,poststelle@04102696.schule.bwl.de,07022/93292-0
Geschwister-Scholl-Realschule   ,Mühlstr. 31 72622 Nürtingen,poststelle@04112811.schule.bwl.de,07022/9260-11
Grundschule Raidwangen   ,Talstr. 25 72622 Nürtingen,poststelle@04122920.schule.bwl.de,07022 21998-55
Grundschule Reudern   ,Schulstr. 31 72622 Nürtingen,poststelle@04122932.schule.bwl.de,07022/32134
Grundschule Roßdorf   ,Hans-Möhrle-Str. 10 72622 Nürtingen,poststelle@04122907.schule.bwl.de,07022/43330
Hölderlin-Gymnasium   ,Am Lerchenberg 75 72622 Nürtingen,poststelle@04104309.schule.bwl.de,07022/932510
Inselschule Zizishausen Grundschule  ,Auf der Insel 2 72622 Nürtingen,poststelle@04122944.schule.bwl.de,07022/2198376
Johannes-Wagner-Schule Staatl. Sonderpäd. Bildungs-u. Beratungszentrum m. Internat Hören und Sprache,Neuffener Str. 141-161 72622 Nürtingen,poststelle@04111430.schule.bwl.de,07022/404-100
Max-Planck-Gymnasium   ,Steinenbergstr. 17 72622 Nürtingen,poststelle@04104292.schule.bwl.de,07022/927-10
Mörikeschule Grund- und Werkrealschule  ,Frickenhäuser Str. 2 72622 Nürtingen,poststelle@04124084.schule.bwl.de,07022/93229-0
Neckar-Realschule   ,Mühlstr. 35 72622 Nürtingen,poststelle@04112793.schule.bwl.de,07022/9260-10
Peter-Härtling-Gymnasium Nürtingen Privates Gymnasium ,Sigmaringer Str. 15 72622 Nürtingen,poststelle@04316350.schule.bwl.de,07022 5035050
Philipp-Matthäus-Hahn-Schule Nürtingen Gewerbliche Schule ,Kanalstr. 29 72622 Nürtingen,poststelle@04101357.schule.bwl.de,07022/93253-0
Schulkindergarten für Körperbehinderte Nürtingen ,Bodelschwinghweg 15 72622 Nürtingen,poststelle@04164513.schule.bwl.de,07022/9531353
Schulwerk Mitte   ,Kirchstr. 33 72622 Nürtingen,poststelle@04315989.schule.bwl.de,07022/9410-0
Schulwerk Mitte   ,Kirchstr. 33 72622 Nürtingen,,
Staatliches Schulamt Nürtingen  ,Marktstr. 12 72622 Nürtingen,poststelle@ssa-nt.kv.bwl.de,07022/26299-0
Theodor-Eisenlohr-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Mühlstr. 25 72622 Nürtingen,poststelle@04107414.schule.bwl.de,07022/37388
Kallenbergschule Grundschule  ,Schulstr. 25 72362 Nusplingen,poststelle@04148301.schule.bwl.de,07429/2500
Linden-Grundschule   ,Barlachstr. 35 69226 Nußloch,poststelle@04141823.schule.bwl.de,06224/919381
"Schillerschule, Grundschule   ",Dreikönigstr. 18 69226 Nußloch,poststelle@04141811.schule.bwl.de,06224/170388
Kirchrainschule Grund- und Werkrealschule Oberboihingen ,Im Kirchrain 28 72644 Oberboihingen,poststelle@04122956.schule.bwl.de,07022/9099250
Eduard-Spranger-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Geistige Entwicklung,Dr.-Friedrich-Schmitt-Str. 22 75038 Oberderdingen,poststelle@04110371.schule.bwl.de,0721 936-61900
Fachschule f. Sozialpädagogik Jugend- u. Heimerziehung  ,Gochsheimer Str. 19 75038 Oberderdingen,,07258/7562
Heinrich-Blanc-Schule Grundschule Großvillars  ,Schulstr. 11 75038 Oberderdingen,poststelle@04137376.schule.bwl.de,07045/766
Leopold-Feigenbutz-Realschule   ,Am Gänsberg 2 75038 Oberderdingen,poststelle@04161159.schule.bwl.de,07045/96110
Samuel-Fr.-Sauter GS Flehingen   ,Samuel-Friedrich-Sauter-Str. 43 75038 Oberderdingen,poststelle@04137364.schule.bwl.de,07258/608110
Strombergschule Grund- und Werkrealschule  ,Aschingerstr. 25 75038 Oberderdingen,poststelle@04137352.schule.bwl.de,07045/9610-12
J.-Karlm.-Brechenmacher-Schule Grund- und Werkrealschule  ,Ziegelweg 16 89610 Oberdischingen,poststelle@04135872.schule.bwl.de,07305/961212
Brandenkopf-Schule Grundschule  ,Schulstr. 14 77784 Oberharmersbach,poststelle@04156358.schule.bwl.de,07837/265
Gemeinschaftsschule Oberhausen-Rheinhausen  ,Am Schwarzen Weg 1 68794 Oberhausen-Rheinhausen,poststelle@04137406.schule.bwl.de,07254/92990
Grundschule Rheinhausen   ,Hauptstr. 10 68794 Oberhausen-Rheinhausen,poststelle@04158136.schule.bwl.de,07254/8394
Kastanienhof-Grundschule Oberhausen  ,Jahnstr. 2 68794 Oberhausen-Rheinhausen,poststelle@04137388.schule.bwl.de,07254/7799511
Altstadtschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Kirchplatz 7 77704 Oberkirch,poststelle@04108911.schule.bwl.de,07802 82-710
August-Ganther-Schule Werkrealschule  ,Schwarzwaldstr. 13 77704 Oberkirch,poststelle@04156395.schule.bwl.de,07802 82-740
Grundschule Zusenhofen   ,Schulstr. 13 77704 Oberkirch,poststelle@04156462.schule.bwl.de,07805/2199
Hans-Furler-Gymnasium   ,Butschbacherstr. 48b 77704 Oberkirch,poststelle@04106185.schule.bwl.de,07802/82801
Johann-Wölfflin-Schule Grundschule Oberkirch  ,Schwarzwaldstr. 11 77704 Oberkirch,poststelle@04156401.schule.bwl.de,07802/82-720
Krongutschule Grundschule  ,Nesselrieder Str. 19 77704 Oberkirch,poststelle@04156383.schule.bwl.de,07805/3533
Realschule   ,Friedrich-Ebert-Str. 2 77704 Oberkirch,poststelle@04119295.schule.bwl.de,07802 82-770
Renchtalschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Sprache,Hansjakobstr. 7 77704 Oberkirch,poststelle@04164434.schule.bwl.de,07802/70290
Dreißentalschule Gemeinschaftsschule  ,Dreißentalstr. 12 73447 Oberkochen,poststelle@04124941.schule.bwl.de,07364 / 9572721
Ernst-Abbe-Gymnasium   ,Ernst-Abbe-Platz 1 73447 Oberkochen,poststelle@04104310.schule.bwl.de,07364/96130
Sonnenbergschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Turmweg 24 73447 Oberkochen,poststelle@04162504.schule.bwl.de,07364/921018
Tiersteinschule Grundschule  ,Hölderlinweg 15 73447 Oberkochen,poststelle@04124953.schule.bwl.de,07364/9210-17
Franz-von-Sales-Realschule Kath. Freie Schule  ,Klosteranlage 2/1 89611 Obermarchtal,poststelle@04300494.schule.bwl.de,07375/959200
Sixtus-Bachmann-Schule Grundschule  ,Abt-Walter-Str. 4 89611 Obermarchtal,poststelle@04158124.schule.bwl.de,07375/1305
Studienkolleg Obermarchtal Kath. Freies Gymnasium in Aufbauform ,Klosteranlage 2/2 89611 Obermarchtal,poststelle@04312903.schule.bwl.de,07375/959-300
Berufliche Schule Oberndorf-Sulz  ,Teckstr. 35 78727 Oberndorf am Neckar,poststelle@04102131.schule.bwl.de,07423/9208-0
Erich Kästner-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Sprache,Teckstr. 21 78727 Oberndorf am Neckar,poststelle@04161688.schule.bwl.de,07423/920060
Grundschule Aistaig   ,Schulstr. 1 78727 Oberndorf am Neckar,poststelle@04157314.schule.bwl.de,07423/5122
Grundschule Beffendorf   ,Hohlgasse 2 78727 Oberndorf am Neckar,poststelle@04157338.schule.bwl.de,07423/5320
Grundschule Hochmössingen   ,Dornhaner Str. 45 78727 Oberndorf am Neckar,poststelle@04157363.schule.bwl.de,07423/83160
Grundschule Lindenhof   ,Keplerstr. 5 78727 Oberndorf am Neckar,poststelle@04157375.schule.bwl.de,07423/82193
Gutenbergschule Bochingen Grundschule  ,Am Brühlbach 5 78727 Oberndorf am Neckar,poststelle@04157351.schule.bwl.de,07423/7174
Gymnasium am Rosenberg   ,Eugen-Frueth-Str. 5 78727 Oberndorf am Neckar,poststelle@04106197.schule.bwl.de,07423/8678-10
Ivo-Frueth-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Tuchrahmstr. 6 78727 Oberndorf am Neckar,poststelle@04108923.schule.bwl.de,07423/8754-15
Privater Schulkindergarten für Sprachbehinderte an der Erich Kästner-Schule ,Teckstr. 21 78727 Oberndorf am Neckar,,
"Schulverbund Oberndorf a. N. Grund-, Werkreal- und Realschule ",Oberamteistr. 8 78727 Oberndorf am Neckar,poststelle@04157387.schule.bwl.de,07423/867815
Grundschule   ,Am Steigle 8 A-C 72364 Obernheim,poststelle@04148313.schule.bwl.de,07436/87367
Grundschule Oberreichenbach   ,Calwer Str. 27 75394 Oberreichenbach,poststelle@04131969.schule.bwl.de,07053/8811
Michael-Schule Grundschule  ,Hauptstr. 27 79254 Oberried,poststelle@04146353.schule.bwl.de,07661/5510
Grundschule Oberriexingen   ,Theodor-Storm-Str. 12/1 71739 Oberriexingen,poststelle@04116786.schule.bwl.de,07042/978170
Grund- und Werkrealschule Oberrot  ,Schulstr. 21 74420 Oberrot,poststelle@04127607.schule.bwl.de,07977/922220
Schenk-Friedrich-Schule Grundschule  ,Schulstr. 24 74423 Obersontheim,poststelle@04127619.schule.bwl.de,07973/9292270
Christoph-von-Schmid-Schule Grundschule  ,Eicher 4 89613 Oberstadion,poststelle@04135884.schule.bwl.de,07357/623
Lichtenbergschule Grundschule  ,Martin-Luther-Str. 1 71720 Oberstenfeld,poststelle@04116798.schule.bwl.de,07062/91589-0
Ev. Paul-Distelbarth-Gymnasium Obersulm  ,Mühlrainstr. 51 74182 Obersulm,,07130/400960
Grundschule Affaltrach   ,Hegelstr. 15 74182 Obersulm,poststelle@04124278.schule.bwl.de,07130/6488
Grundschule Eschenau   ,Bahnhofstr. 30 74182 Obersulm,poststelle@04124291.schule.bwl.de,07130/1473
Käthe-Kollwitz-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Heilbronner Str. 66 74182 Obersulm,poststelle@04107438.schule.bwl.de,07130/4005-0
Michael-Beheim-Schule Gemeinschaftsschule  ,Michael-Beheim-Str. 50 74182 Obersulm,poststelle@04124308.schule.bwl.de,07134/3611
Realschule Obersulm   ,Pestalozzistr. 37 74182 Obersulm,poststelle@04113451.schule.bwl.de,07134 / 917 86 - 0
Teuringer-Tal-Schule Grundschule  ,Augustin-Bea-Str. 2/6 88094 Oberteuringen,poststelle@04117584.schule.bwl.de,07546/2679
Grundschule Wolftal   ,Schulstr. 27 77709 Oberwolfach,poststelle@04156474.schule.bwl.de,07834/4058
Gemeinschaftsschule Obrigheim  ,Schulstr. 8 74847 Obrigheim,poststelle@04139348.schule.bwl.de,06261/670860
Realschule   ,Schubertstr. 2 74847 Obrigheim,poststelle@04118850.schule.bwl.de,06261/670800
Gemeinschaftsschule Reinstetten  ,Eichener Str. 18 88416 Ochsenhausen,poststelle@04137996.schule.bwl.de,07352/4771
Grundschule   ,Jahnstr. 4 88416 Ochsenhausen,poststelle@04137984.schule.bwl.de,07352/940625
Grundschule Mittelbuch   ,Heuweg 5 88416 Ochsenhausen,poststelle@04164240.schule.bwl.de,07352/4773
Gymnasium   ,Herrschaftsbrühl 12 88416 Ochsenhausen,poststelle@04111843.schule.bwl.de,07352/921532
Realschule   ,Herrschaftsbrühl 4 88416 Ochsenhausen,poststelle@04120194.schule.bwl.de,07352/9215-12
Rottumtalschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Jahnstr. 4/1 88416 Ochsenhausen,poststelle@04109630.schule.bwl.de,07352/4212
Kochertalschule Grundschule  ,Uhlandstr. 21 74229 Oedheim,poststelle@04124096.schule.bwl.de,07136/912-800
Grundschule Offenau   ,Hauptstr. 38 74254 Offenau,poststelle@04124102.schule.bwl.de,07136/954031
Abendgymnasium   ,Vogesenstr. 10 77652 Offenburg,,0781 /92590
Abendrealschule   ,Vogesenstr. 16 77652 Offenburg,,07822/8679898
